client_id,pit,period,recent_successful_repayments,future_bad_probability,available_credit,balance,sum_failed_repayments ,max_failed_repayments,credit_score,external score,credit_inquiries_count,credit_open_balance,years_on_file,max_successful_repayments,missing_report,client_industry_unknown,tag_in_six_months
5088,27/05/2017,first_funded+180,20149.53509,0.47866823,2854.385279,18043.86696,0,0,601,867.5,11,273510,,18,0,0,good
19875,27/06/2017,first_funded+120,6469.399648,0.478599548,5026.935561,5001.371292,0,0,674,977,5,5001,between 0.5 and 1 years,13,0,0,good
14641,31/07/2017,first_funded+180,-1.978803931,0.478463056,1043.938534,18889.68079,887.3776629,662.8855051,614,887,15,64333,between 2.5 and 3 years,0,0,0,bad
19175,22/08/2017,first_funded+180,3895.018611,0.478047453,13955.54939,1013.306312,0,0,708,1028,3,780,between 20 and 25 years,22,0,0,good
6028,21/03/2017,first_funded+180,1180.43456,0.477716772,-341.0594462,20514.84175,12549.71529,941.6580909,677,981.5,6,614133,between 1 and 1.5 years,,0,0,bad
11979,6/10/17,first_funded+120,37631.08752,0.477685701,34924.29653,1.21248467,0,0,683,990.5,23,33689,between 3 and 5 years,0,0,0,good
13900,25/05/2017,first_funded+120,4921.298085,0.477588594,843.9023924,7149.135559,0,0,646,935,10,25888,less than 0.5 year,15,0,0,bad
9943,7/9/17,first_funded+180,33.4767792,0.477342412,-5065.710118,25054.27511,966.4127824,713.5324139,633,915.5,61,335676,between 2 and 2.5 years,0,0,0,bad
10571,29/11/2016,first_funded+120,12154.02347,0.477308748,10589.58679,18643.22514,0,0,756,1100,2,145949,between 14 and 17 years,,0,0,bad
28062,7/6/16,first_funded+120,3055.944552,0.477303991,,3119.995864,957.9959749,233.3298572,590,851,34,13318,between 1.5 and 2 years,,0,1,bad
23412,16/09/2017,first_funded+180,1508.502008,0.477126007,321.0631053,11635.8291,3058.7502,481.4557679,669,969.5,6,24024,between 3 and 5 years,0,0,0,bad
2483,31/01/2017,first_funded+120,7721.520978,0.476973206,164.113738,14932.89008,852.0577629,131.9753219,644,932,12,190066,between 3 and 5 years,,0,0,bad
13721,20/05/2017,first_funded+120,18132.70998,0.476835461,-697.0951042,20827.91777,2494.292207,480.6281628,632,914,5,652491,between 3 and 5 years,0,0,0,bad
17890,20/09/2016,first_funded+120,12469.8119,0.476798764,1228.644113,18745.03431,0,0,,-34,,,,,0,0,bad
12709,19/05/2017,first_funded+120,980.420231,0.476296315,-440.5534685,6576.72906,1325.34338,292.7472256,606,875,17,76119,,0,0,1,bad
12304,6/10/17,first_funded+120,31674.2708,0.476108578,37046.67997,28022.03511,0,0,706,1025,9,567176,between 1 and 1.5 years,14,0,0,good
5049,1/5/17,first_funded+120,4912.755332,0.475789503,1929.465402,7248.212642,0,0,631,912.5,31,28668,between 0.5 and 1 years,,0,0,bad
13491,25/12/2016,first_funded+180,-40.4656637,0.475665651,-7388.429409,33575.84996,5203.579264,310.1351072,636,920,48,11921,between 1 and 1.5 years,,0,0,bad
20620,29/06/2017,first_funded+120,16619.70137,0.47536398,22021.26843,18458.37261,0,0,751,1092.5,0,113564,between 20 and 25 years,16,0,0,good
10684,7/9/17,first_funded+180,16489.94819,0.475288845,18044.80374,21797.4132,6174.629359,1134.768811,616,890,7,218465,between 20 and 25 years,0,0,0,bad
18598,9/6/16,first_funded+120,18796.52143,0.474865486,1606.403785,18383.04155,0,0,576,830,2,352694,less than 0.5 year,,0,0,good
17531,24/06/2017,first_funded+120,5530.146523,0.474740964,15052.79596,4581.139579,0,0,621,897.5,3,21114,between 8 and 10 years,18,0,0,good
11305,15/01/2017,first_funded+180,13722.74103,0.474380589,29971.99707,-35.14237692,0,0,600,866,29,16094,,,0,0,good
27938,15/08/2017,first_funded+120,3633.91776,0.474272184,7789.19759,7135.05076,0,0,630,911,1,99574,between 3 and 5 years,15,0,0,good
15617,6/8/17,first_funded+120,6179.573386,0.473530236,3871.841958,11194.18698,1191.110324,456.1833853,634,917,2,64125,between 17 and 20 years,0,0,0,bad
17940,15/11/2016,first_funded+180,2221.788222,0.473515992,600.7701248,9448.455038,862.7883339,228.5341729,652,944,27,63395,between 10 and 12 years,,0,0,bad
11114,5/9/17,first_funded+120,5791.04214,0.473330829,2538.861322,6144.362163,0,0,618,893,18,38609,between 5 and 6 years,17,0,0,bad
18474,11/9/16,first_funded+180,34.72766377,0.473239451,12038.33465,4.44287138,0,0,691,1002.5,2,172622,between 6 and 8 years,,0,0,good
12210,23/07/2017,first_funded+180,10575.29514,0.473000965,3503.95251,11551.15293,0,0,645,933.5,12,166930,between 3 and 5 years,27,0,0,good
24134,7/5/16,first_funded+120,,0.472881076,,-81.21450589,,,685,993.5,3,40631,,,0,0,good
12439,22/08/2017,first_funded+180,7125.150707,0.472792731,2179.960053,15688.36507,6446.070409,1902.358198,685,993.5,3,70556,between 2 and 2.5 years,0,0,0,bad
8328,28/05/2017,first_funded+180,49375.93949,0.471656738,50026.24123,32951.54795,0,0,697,1011.5,8,620685,,0,0,0,good
7707,21/01/2017,first_funded+120,5401.837443,0.471526389,3083.848324,12310.51292,0,0,764,1112,8,246383,,,0,0,good
7244,3/6/17,first_funded+180,7636.9912,0.471346621,2801.979244,7204.783929,0,0,656,950,33,57425,between 0.5 and 1 years,,0,0,bad
36775,4/6/17,first_funded+120,15085.93253,0.470480336,17823.10818,12123.51835,0,0,673,975.5,0,25941,between 8 and 10 years,19,0,0,good
22493,9/5/17,first_funded+180,14.35521533,0.470384088,-5848.533658,25763.52613,5237.527264,1110.040279,659,954.5,15,88872,between 3 and 5 years,0,0,0,bad
20746,8/9/16,first_funded+120,13257.10145,0.470125575,9643.2066,10203.67727,1543.360793,668.4191777,,-34,,,between 5 and 6 years,,0,0,bad
21014,10/2/16,first_funded+180,5568.130402,0.469994446,9021.15428,5411.073847,1290.278293,229.9504695,633,915.5,6,250455,between 2.5 and 3 years,,0,0,bad
21676,29/07/2016,first_funded+120,2050.294768,0.469918224,2416.209191,2553.375727,684.6595045,228.0335944,553,795.5,7,50455,less than 0.5 year,,0,0,bad
6685,4/12/17,first_funded+120,5525.864158,0.469872917,3488.976778,6531.581004,0,0,652,944,9,3793,between 1.5 and 2 years,18,0,0,good
1498,4/12/17,first_funded+180,16925.14875,0.469722835,10018.70519,10093.13139,0,0,607,876.5,4,383150,between 10 and 12 years,5,0,0,good
21040,8/1/17,first_funded+120,8975.793527,0.469644457,5673.583413,9288.942549,0,0,609,879.5,0,626869,between 3 and 5 years,17,0,0,good
18400,9/9/16,first_funded+120,18985.61027,0.469543541,1755.797061,28923.96639,0,0,,-34,,,less than 0.5 year,,0,0,good
19079,9/6/16,first_funded+120,15441.17586,0.469471634,12972.8718,12090.91263,0,0,,-34,,,between 30 and 35 years,,0,0,good
17444,21/09/2016,first_funded+120,3198.573483,0.468839524,7375.318173,2179.829377,0,0,667,966.5,22,46942,between 6 and 8 years,,0,0,bad
13344,20/05/2017,first_funded+120,10615.84853,0.468812091,1300.690535,18745.94242,0,0,789,1149.5,4,1424,between 5 and 6 years,16,0,0,bad
1623,5/7/17,first_funded+180,10047.51541,0.468298361,-669.8846248,20865.57822,927.6217542,715.2217977,617,891.5,12,30948,less than 0.5 year,0,0,0,bad
12787,29/07/2017,first_funded+180,9981.767594,0.468080969,9575.359972,5384.262659,0,0,654,947,19,750097,between 1.5 and 2 years,26,0,0,good
43836,20/07/2016,first_funded+120,32126.66152,0.4680074,30025.99875,-6.319666491,1836.486266,893.2992643,603,870.5,3,211058,,,0,0,bad
8022,25/02/2017,first_funded+180,56.57040269,0.467791337,6817.795631,,0,0,638,923,3,24342,less than 0.5 year,,0,0,good
23513,9/3/16,first_funded+180,28788.96989,0.467688955,416.5236616,19991.50621,1062.385511,674.9260285,619,894.5,4,8399,between 0.5 and 1 years,,0,1,bad
673,2/11/17,first_funded+120,10899.29968,0.467618693,693.4502881,19009.91524,0,0,634,917,11,62040,between 3 and 5 years,,0,0,bad
10503,7/3/17,first_funded+180,17380.01191,0.467120741,12826.62384,13012.53847,1540.207527,421.3225819,570,821,24,118375,between 1.5 and 2 years,6,0,0,bad
23697,7/2/16,first_funded+120,,0.467098751,-10415.87336,20430.07821,,,684,992,27,61338,between 0.5 and 1 years,,0,0,bad
3670,29/03/2017,first_funded+180,92.89202235,0.467017902,16482.42234,3420.426069,6117.671234,5005.763987,689,999.5,3,96775,between 8 and 10 years,,0,1,bad
13344,19/07/2017,first_funded+180,14633.12468,0.46691817,6626.38739,13273.58661,0,0,785,1143.5,6,6118,between 6 and 8 years,20,0,0,bad
14854,22/06/2017,first_funded+120,55512.9407,0.466765579,3261.747495,44754.78745,0,0,637,921.5,3,104874,between 30 and 35 years,11,0,0,good
10656,18/01/2017,first_funded+180,16.5501819,0.466684006,19935.61293,-39.07128985,0,0,728,1058,4,113550,between 25 and 30 years,,0,0,good
12372,11/10/16,first_funded+120,3238.158402,0.466648147,481.9506911,5451.776375,0,0,636,920,25,64093,,,0,0,bad
10952,5/9/17,first_funded+120,4677.446509,0.466600116,19002.49202,951.6210599,0,0,636,920,6,428411,between 3 and 5 years,-1,0,0,good
7751,29/12/2016,first_funded+120,14121.30325,0.466506501,6062.464352,19258.89488,0,0,657,951.5,8,298917,,,0,0,good
15866,30/08/2017,first_funded+180,1412.464572,0.466369316,2299.271495,3706.748212,497.8609907,246.9388977,703,1020.5,2,29429,between 1 and 1.5 years,2,0,0,bad
25018,22/08/2016,first_funded+180,25893.25928,0.466101225,4391.337283,15640.40501,3550.046454,447.4065762,699,1014.5,20,42108,between 5 and 6 years,,0,1,bad
25258,5/5/17,first_funded+120,24042.99634,0.465908594,21528.3352,36066.83322,0,0,600,866,4,460847,between 3 and 5 years,15,0,0,good
18810,24/06/2017,first_funded+120,5597.184235,0.46580789,2062.584809,7955.553184,442.5543694,434.0209635,717,1041.5,24,53582,between 12 and 14 years,13,0,0,good
22729,7/11/17,first_funded+120,2845.893921,0.465731839,17766.4505,2264.050815,0,0,711,1032.5,15,424514,less than 0.5 year,11,0,0,good
7408,13/02/2017,first_funded+180,-25.71997074,0.465375116,14969.16138,-22.6450177,2224.361816,883.6686113,662,959,3,5248,,,0,0,bad
2581,4/4/17,first_funded+180,54.06338212,0.465246065,-1953.564585,17092.93035,7309.884252,514.6631216,,-34,0,0,,,0,1,bad
7280,14/06/2017,first_funded+180,18695.79222,0.465180774,20007.48809,18123.41843,84.18782642,91.37389077,566,815,14,244204,between 2 and 2.5 years,17,0,0,good
484,4/12/17,first_funded+180,1239.516104,0.464983431,5352.896982,766.52167,0,0,724,1052,2,55467,between 6 and 8 years,17,0,0,good
14108,28/06/2017,first_funded+120,926.3445203,0.464910282,700.1110593,5372.67612,1039.98833,262.8218743,762,1109,16,393941,between 6 and 8 years,0,0,0,bad
17274,8/9/17,first_funded+180,2305.343596,0.464871904,216.3062892,5741.512926,691.0526912,237.9290462,695,1008.5,12,781173,between 1 and 1.5 years,0,0,0,bad
15325,29/07/2017,first_funded+180,12416.66517,0.464771545,16578.58165,4515.07024,1217.696538,670.7895798,627,906.5,17,422489,,10,0,0,bad
9618,5/4/17,first_funded+120,17514.98615,0.464680479,18940.65676,26192.30435,0,0,664,962,18,32302,between 14 and 17 years,11,0,0,bad
2703,15/05/2017,first_funded+180,21875.49355,0.464540326,1809.413369,28411.69201,556.0548552,293.7293907,599,864.5,14,384806,between 1 and 1.5 years,2,0,0,bad
26561,8/8/17,first_funded+120,2034.300739,0.464437361,-573.6027267,6613.05731,1130.737142,296.5457935,671,972.5,4,45243,less than 0.5 year,0,0,0,bad
22732,19/07/2016,first_funded+120,2729.504492,0.464262816,5041.10053,4726.1244,,,670,971,1,14871,between 3 and 5 years,,0,0,good
8709,13/12/2016,first_funded+120,5057.115783,0.464249615,4099.221941,15114.84247,0,0,645,933.5,7,1422703,,,0,0,bad
46324,29/07/2016,first_funded+120,5844.974174,0.464220198,,14928.35552,,,483,690.5,,,,,0,0,good
20277,24/08/2016,first_funded+120,18110.34589,0.464142832,1564.037901,13346.73881,0,0,771,1122.5,0,0,between 1 and 1.5 years,,0,0,bad
14090,23/07/2017,first_funded+180,1138.028727,0.464079614,4103.623497,10999.14204,1367.232846,444.5049561,612,884,14,152508,,0,0,0,bad
5581,4/4/17,first_funded+120,4119.423577,0.464018481,18999.49723,6695.274379,0,0,641,927.5,8,352298,between 1.5 and 2 years,15,0,0,bad
11956,16/06/2017,first_funded+120,5325.076961,0.463894956,15980.41617,4113.054982,0,0,653,945.5,2,294671,between 5 and 6 years,15,0,0,good
2184,4/1/17,first_funded+180,6769.399896,0.463407214,-2684.094006,27690.0433,0,0,634,917,19,18655,between 5 and 6 years,8,0,0,bad
333,5/6/17,first_funded+180,-1.74033397,0.463339577,-1204.135272,41076.60548,14030.3016,1345.240613,610,881,33,35705,less than 0.5 year,,0,0,bad
9414,12/2/16,first_funded+120,28.49787139,0.46312106,-1404.833872,6419.365931,224.4393364,224.3242809,615,888.5,18,22621,between 14 and 17 years,,0,1,bad
12556,16/07/2017,first_funded+180,1414.282251,0.46306598,21.03817231,20002.86651,3523.35011,870.033353,679,984.5,13,208396,between 1 and 1.5 years,0,0,0,bad
12180,17/05/2017,first_funded+120,2454.396397,0.463060439,21850.00158,8932.501776,0,0,671,972.5,11,217579,,6,0,0,good
5206,27/05/2017,first_funded+180,17047.01585,0.463045946,2692.972038,37512.11888,2621.480599,446.380469,639,924.5,28,234271,between 2 and 2.5 years,0,0,0,bad
12958,19/05/2017,first_funded+120,11000.84832,0.463016367,2812.137788,13253.14929,0,0,664,962,7,320090,,10,0,0,good
8902,16/06/2017,first_funded+120,15980.08184,0.462851619,3425.122057,41519.07919,2928.709619,930.2865557,687,996.5,6,696538,between 5 and 6 years,0,0,0,bad
19974,30/06/2017,first_funded+120,5736.742615,0.462682096,-911.6352196,20847.63177,1078.517477,523.3201999,643,930.5,14,337779,between 17 and 20 years,0,0,0,bad
8423,2/6/17,first_funded+180,741.5028142,0.4626347,472.3266645,4714.501045,305.5377406,223.0876313,606,875,8,53280,between 12 and 14 years,,0,0,bad
33647,11/10/16,first_funded+120,20146.85526,0.4624785,-71.45968411,-64.14793257,0,0,615,888.5,42,161526,between 2 and 2.5 years,,0,0,bad
42383,11/2/16,first_funded+180,4.852572636,0.462281818,2702.082931,12394.49753,1323.190841,256.3491028,646,935,25,34260,between 2.5 and 3 years,,0,0,bad
16031,12/3/16,first_funded+180,8465.808354,0.462213739,-242.3679983,9850.029171,444.0370488,446.0750428,673,975.5,4,29897,,,0,0,bad
11316,11/12/16,first_funded+120,9293.974441,0.461877578,896.3967061,14179.89074,822.6350794,221.6676416,695,1008.5,17,4114,between 10 and 12 years,,0,0,bad
11326,1/11/17,first_funded+180,10414.37205,0.461657716,9915.986685,-5.500449133,0,0,632,914,4,349,,,0,0,good
1622,28/02/2017,first_funded+120,4395.711032,0.461575996,4779.451437,3205.508571,0,0,615,888.5,7,144376,between 3 and 5 years,,0,0,good
38777,3/7/17,first_funded+180,5744.784719,0.461055636,4022.022012,5794.942338,2584.754567,442.9907013,605,873.5,5,243591,,,0,0,bad
19869,30/06/2017,first_funded+120,18989.86383,0.461041214,19991.42419,-55.76752079,0,0,700,1016,4,668526,between 1.5 and 2 years,0,0,0,good
7314,14/12/2016,first_funded+120,9923.222947,0.4608876,1105.607139,14732.86796,0,0,677,981.5,51,84815,,,0,0,bad
15814,24/09/2017,first_funded+180,2993.106405,0.460630981,12716.63739,1661.388839,0,0,766,1115,4,13690,between 1.5 and 2 years,18,0,0,good
13,15/02/2017,first_funded+120,24730.05753,0.460606478,1042.468017,18771.59487,0,0,660,956,20,230556,between 2.5 and 3 years,,0,0,good
11450,13/05/2017,first_funded+120,27405.17117,0.460501212,1149.622038,49650.54855,0,0,723,1050.5,3,487278,between 8 and 10 years,12,0,0,bad
24298,9/7/16,first_funded+180,10642.45103,0.459593692,1413.461136,18511.69654,1075.305864,620.1395709,611,882.5,68,23067,between 3 and 5 years,,0,0,bad
955,22/04/2017,first_funded+180,17513.50255,0.459531534,9614.968825,16608.9105,979.2677139,671.3470707,651,942.5,34,348183,between 10 and 12 years,-1,0,0,bad
23313,26/07/2017,first_funded+120,12168.83406,0.459492576,819.8622505,18824.76635,0,0,658,953,16,430853,between 20 and 25 years,17,0,0,bad
5452,6/7/17,first_funded+180,16033.72987,0.459384643,7296.801808,12785.72413,0,0,636,920,21,59957,between 1.5 and 2 years,22,0,0,good
4987,3/7/17,first_funded+180,50861.04261,0.458838481,2220.062661,68277.79901,4148.996432,633.0188959,733,1065.5,11,541324,between 8 and 10 years,,0,0,bad
11055,21/01/2017,first_funded+180,9433.171234,0.458757071,5749.773637,9048.287884,0,0,659,954.5,12,300927,,,0,0,good
42456,8/6/16,first_funded+180,,0.458727183,-1830.79969,13830.37124,,,623,900.5,8,40729,between 2 and 2.5 years,,0,0,bad
8719,21/04/2017,first_funded+120,31226.94591,0.4587172,12588.77961,35276.93578,0,0,639,924.5,0,554400,between 8 and 10 years,14,0,0,good
13525,25/12/2016,first_funded+180,19056.72463,0.458615152,2193.959351,17874.01276,0,0,671,972.5,13,448016,between 3 and 5 years,,0,1,bad
17792,16/09/2016,first_funded+120,5125.884632,0.458520243,20082.07197,-80.03999002,0,0,664,962,14,60036,between 1 and 1.5 years,,0,0,good
18946,11/6/16,first_funded+180,2721.291878,0.458329169,7243.93974,2208.903881,0,0,,-34,,,between 25 and 30 years,,0,0,good
3686,19/01/2017,first_funded+120,-21.8611207,0.458148327,22951.61353,1923.731677,0,0,716,1040,10,77943,between 20 and 25 years,,0,0,good
21344,10/9/16,first_funded+180,14431.53089,0.458100919,2551.297466,17552.44995,733.9806756,394.0368288,656,950,32,58087,between 8 and 10 years,,0,0,bad
8818,31/01/2017,first_funded+180,3818.601695,0.457704884,-546.0842532,20456.33046,14038.14939,626.5692279,662,959,54,1977,between 2.5 and 3 years,,0,1,bad
14893,20/12/2016,first_funded+180,12960.96257,0.457449375,11454.04823,8477.687752,0,0,,-34,,,between 1 and 1.5 years,,0,0,good
11335,29/01/2017,first_funded+180,36375.65559,0.457249131,4253.376531,68547.00809,0,0,699,1014.5,4,43107,between 12 and 14 years,,0,0,bad
3865,16/03/2017,first_funded+120,2062.317174,0.456942709,4248.363441,5725.96004,300.0049608,294.9761694,747,1086.5,5,785347,between 3 and 5 years,,0,0,bad
10074,12/7/16,first_funded+120,404.3759823,0.456500238,3497.594285,16474.21272,614.2200933,347.8543137,634,917,44,19569,,,0,0,bad
11442,5/9/17,first_funded+120,10768.8207,0.456491806,437.1179337,30527.0798,1514.197298,256.4899785,610,881,6,142323,between 1.5 and 2 years,0,0,0,bad
9095,21/04/2017,first_funded+120,13473.8665,0.456468709,17377.34235,22639.29282,0,0,637,921.5,65,9134,between 10 and 12 years,23,0,0,good
9542,20/05/2017,first_funded+180,2844.850488,0.456392893,2740.78062,7234.060782,1919.709663,522.2280643,602,869,25,53872,between 3 and 5 years,0,0,1,bad
21269,8/3/16,first_funded+120,9857.039434,0.456340899,4672.029744,35365.28063,,,607,876.5,,,between 10 and 12 years,,0,0,bad
30710,19/07/2017,first_funded+180,35581.40054,0.456282606,3189.444928,46481.25429,1253.629421,1248.788164,727,1056.5,0,54873,less than 0.5 year,17,0,0,bad
15212,30/07/2017,first_funded+180,-31.25677896,0.455993925,19965.27573,34.10373253,0,0,688,998,12,260829,between 1.5 and 2 years,,0,0,good
18814,9/11/17,first_funded+180,15851.20382,0.455603145,3663.187272,36431.41159,453.7874058,456.412453,630,911,14,783803,less than 0.5 year,0,0,0,good
3836,17/03/2017,first_funded+120,4188.690168,0.454993768,3730.38112,16142.63512,0,0,671,972.5,2,555731,between 8 and 10 years,,0,0,bad
27583,18/09/2016,first_funded+180,4530.263184,0.454877004,-134.970899,20237.0466,1666.779262,414.7122815,689,999.5,5,662134,between 14 and 17 years,,0,0,bad
1767,28/02/2017,first_funded+120,11375.03391,0.454856522,328.0176654,17676.52726,0,0,607,876.5,26,142969,between 3 and 5 years,,0,0,good
19078,9/1/16,first_funded+120,12691.50365,0.45483478,8987.105814,11358.66045,0,0,,-34,,,between 2.5 and 3 years,,0,0,good
28438,16/08/2017,first_funded+120,6985.006809,0.454762446,4799.006259,16481.16701,0,0,638,923,5,88920,between 2 and 2.5 years,19,0,0,good
17007,8/8/17,first_funded+180,14585.52046,0.454675333,6019.517515,8893.101188,0,0,738,1073,2,40458,between 2 and 2.5 years,4,0,0,good
5039,13/03/2017,first_funded+180,17247.19071,0.454609327,46642.20079,13436.87587,0,0,650,941,7,275383,between 1 and 1.5 years,,0,0,good
9265,20/02/2017,first_funded+180,10010.21464,0.454439414,2682.521475,17612.8367,115.751235,67.78926452,681,987.5,36,414605,,,0,0,bad
12210,24/05/2017,first_funded+120,7361.50303,0.454256564,735.7507532,12007.6092,0,0,648,938,10,166974,between 3 and 5 years,15,0,0,good
15022,24/12/2016,first_funded+180,3869.139017,0.454193735,7853.187458,1390.917185,0,0,,-34,,,between 3 and 5 years,,0,0,good
21485,9/5/17,first_funded+180,94.86193045,0.453638904,885.2496608,,0,0,655,948.5,6,64351,between 2.5 and 3 years,0,0,0,good
8667,18/06/2017,first_funded+180,29935.9203,0.453565788,13494.98586,20507.20019,679.192131,308.699775,581,837.5,3,1699223,between 6 and 8 years,1,0,0,good
35524,6/2/17,first_funded+120,7289.566749,0.453486164,1425.82864,13434.53918,0,0,629,909.5,0,8033,between 12 and 14 years,16,0,0,bad
10938,5/10/17,first_funded+120,2625.182395,0.453354671,17891.35865,2107.200797,0,0,652,944,4,182477,between 5 and 6 years,17,0,0,good
7718,2/12/17,first_funded+180,3120.841937,0.453349653,-1234.951395,11226.42812,440.1195285,116.8953018,624,902,5,218709,between 3 and 5 years,,0,0,bad
10853,21/12/2016,first_funded+120,587.8110702,0.453212384,4643.508116,414.5831977,0,0,625,903.5,11,144835,between 0.5 and 1 years,,0,0,bad
29848,19/08/2017,first_funded+120,17464.555,0.453121116,3300.624191,26490.97431,0,0,698,1013,16,681471,between 25 and 30 years,16,0,0,good
13569,20/07/2017,first_funded+120,7963.646248,0.453023407,23022.37703,6395.122334,0,0,621,897.5,12,60484,between 3 and 5 years,14,0,0,good
3874,25/03/2017,first_funded+180,5104.981321,0.452741336,4544.804374,5269.019131,0,0,629,909.5,5,55586,,,0,0,bad
24144,27/11/2016,first_funded+180,5705.013632,0.452725661,351.9731558,4538.152258,153.4625623,121.5893332,603,870.5,29,473232,less than 0.5 year,,0,1,bad
2645,3/7/17,first_funded+120,11428.23447,0.452645745,84.58688913,15004.07026,0,0,649,939.5,26,39913,between 1.5 and 2 years,,0,0,bad
15906,6/7/17,first_funded+120,-23.43782891,0.452543737,-4642.353872,24680.15692,3145.779627,1156.587474,566,815,51,463054,between 12 and 14 years,,0,0,bad
6140,22/02/2017,first_funded+180,-52.67579599,0.451875379,-228.0867745,20502.31687,16704.12997,1251.810542,685,993.5,32,5409,,,0,0,bad
38735,21/07/2016,first_funded+120,1867.474189,0.451764444,10274.86759,9796.736021,939.5009417,472.9275145,669,969.5,,,between 20 and 25 years,,0,0,bad
14394,19/10/2016,first_funded+120,3609.677978,0.451725769,2854.628698,12159.14348,0,0,648,938,5,70509,between 3 and 5 years,,0,0,good
19200,22/06/2017,first_funded+120,2975.023267,0.451718787,5512.779207,2337.756681,0,0,706,1025,1,280372,between 1.5 and 2 years,16,0,0,good
11676,29/04/2017,first_funded+180,7847.551371,0.451690926,8822.861711,6250.045878,4679.211832,769.2866577,593,855.5,7,175266,between 3 and 5 years,2,0,0,bad
8052,21/02/2017,first_funded+180,3845.247583,0.451610989,7194.328216,7943.82232,2415.94193,406.0051218,667,966.5,10,146289,between 25 and 30 years,,0,0,bad
37,16/04/2017,first_funded+180,11619.1817,0.451404991,16135.71,2959.593949,0,0,667,966.5,5,416015,between 3 and 5 years,24,0,0,good
21874,8/6/16,first_funded+120,6936.1203,0.450971884,2524.48349,4999.735077,,,638,923,6,1735,,,0,0,good
10403,24/11/2016,first_funded+120,3623.673198,0.450715701,13793.13075,5042.250653,201.2858629,202.8928528,629,909.5,16,77964,,,0,1,bad
4257,28/01/2017,first_funded+120,7255.762391,0.450702085,3173.544791,16613.43087,0,0,793,1155.5,6,196448,,,0,0,bad
5494,28/01/2017,first_funded+120,27489.40647,0.450614449,13681.67391,38646.11647,0,0,701,1017.5,24,70212,between 10 and 12 years,,0,0,good
5652,13/01/2017,first_funded+120,13989.60076,0.450397955,-12553.53512,12482.68641,504.0401724,326.4169547,624,902,18,66857,between 5 and 6 years,,0,0,bad
28034,20/10/2016,first_funded+120,5723.139505,0.450390944,2452.606497,2355.834029,0,0,612,884,3,16900,between 12 and 14 years,,0,0,bad
13373,26/06/2017,first_funded+180,2125.830214,0.450362314,581.5382486,5453.929802,89.63695428,87.46529638,648,938,38,32128,between 1 and 1.5 years,0,0,0,bad
7664,21/12/2016,first_funded+120,43659.98055,0.45013731,10179.23884,29788.88591,0,0,660,956,29,84234,,,0,0,bad
8732,20/04/2017,first_funded+120,7564.807257,0.449999177,5349.221721,9343.340848,0,0,698,1013,1,196057,between 3 and 5 years,16,0,0,good
8424,26/04/2017,first_funded+120,9139.535428,0.44961152,2576.591673,17557.4155,0,0,754,1097,3,22702,between 2.5 and 3 years,18,0,0,good
7467,23/04/2017,first_funded+180,-11.35274487,0.449382861,19978.26048,4972.770128,0,0,716,1040,12,636330,between 2.5 and 3 years,,0,0,good
25605,8/8/17,first_funded+120,5399.531547,0.449332398,13583.10553,6440.93221,774.5021378,442.9910064,639,924.5,37,36581,between 2.5 and 3 years,0,0,0,bad
29363,7/8/17,first_funded+180,-1.878785004,0.44931579,19974.45766,38.72650143,0,0,696,1010,8,545824,,0,0,0,good
4856,21/03/2017,first_funded+120,11808.92285,0.449149622,1926.79147,18441.21734,1764.458818,353.1306365,522,749,9,313536,between 1.5 and 2 years,,0,0,good
6317,24/12/2016,first_funded+120,8743.298412,0.449132618,4126.673819,3553.74091,0,0,675,978.5,4,33904,between 5 and 6 years,,0,0,good
2275,3/8/17,first_funded+120,3959.164637,0.448874846,2388.332823,7412.041585,0,0,753,1095.5,0,845873,between 20 and 25 years,,0,0,good
15610,31/05/2017,first_funded+120,13303.0026,0.448770406,4211.775662,16012.41362,0,0,619,894.5,34,219224,between 12 and 14 years,16,0,0,good
23392,7/7/16,first_funded+120,12232.1174,0.44860079,1245.985413,13698.90425,,,,-34,,,between 3 and 5 years,,0,0,good
2355,2/4/17,first_funded+120,11267.08755,0.448298924,2940.143497,17114.00583,932.4728007,372.6747729,628,908,6,22124,between 3 and 5 years,,0,0,bad
10820,18/05/2017,first_funded+120,4326.427134,0.448177921,1734.605748,5147.024287,0,0,657,951.5,5,984,between 6 and 8 years,14,0,0,good
22108,28/09/2016,first_funded+180,-81.94450883,0.447884759,-1190.381311,6122.412647,192.2455812,73.96106683,664,962,29,413243,between 3 and 5 years,,0,0,bad
19845,28/08/2017,first_funded+180,5925.203115,0.446868201,11031.10964,55.49640727,0,0,661,957.5,8,103784,,26,0,0,good
1654,5/2/17,first_funded+180,13145.94001,0.446699231,6186.836232,13853.93579,665.110717,664.3514168,633,915.5,4,45738,between 2 and 2.5 years,16,0,0,good
12846,2/8/17,first_funded+180,13615.60325,0.446687554,19977.88395,68.93041176,0,0,623,900.5,10,514586,between 25 and 30 years,,0,0,good
10912,7/5/17,first_funded+180,7678.324101,0.446635116,15735.76254,4422.392969,0,0,685,993.5,16,177977,between 3 and 5 years,17,0,0,good
15084,12/10/16,first_funded+180,4467.670785,0.445425224,-4104.86852,24003.82079,2554.794769,748.4677187,718,1043,10,94000,between 8 and 10 years,,0,0,bad
